idtrip,date,cityid,passengertype,distance_km,fareamount,passengerrating,driverrating,pickuptime
3943,2024-01-17,14,new,23.7,46.7,4.2,4,2:08:12
3944,2024-02-02,2,new,20.7,29.71,5,4.9,17:21:12
3945,2024-02-06,5,old,29.3,37.72,3.7,4.9,22:13:32
3946,2024-02-01,6,old,15.9,31.43,3.2,4.7,10:38:36
3947,2024-02-26,6,old,12,19.84,3.5,4.4,8:56:14
3948,2024-01-08,11,new,6.5,60.19,4.6,4.2,19:18:43
3949,2024-01-26,2,old,6.6,63,3.7,4.2,18:14:16
3950,2024-01-13,8,new,6.6,12.72,4.3,4.7,18:41:02
3951,2024-02-20,2,new,29.4,38.14,4.8,3.8,18:22:50
3952,2024-02-08,13,old,12,60.52,3.2,4,17:30:47
3953,2024-01-06,16,old,5.7,39.65,3.1,3.7,3:27:27
3954,2024-02-08,1,new,34.3,87.54,4.9,3.7,8:24:27
3955,2024-02-26,3,old,10.7,57.96,4,4,22:27:33
3956,2024-01-20,7,new,27.3,45.08,4.8,3.6,21:57:43
3957,2024-02-18,9,new,1.3,80.73,4,4.9,22:26:19
3958,2024-01-25,14,old,13.2,23.99,3.9,3.5,4:37:43
3959,2024-02-06,6,new,1.4,66,4.7,4.5,1:37:10
3960,2024-02-16,17,old,22.3,79.81,4.3,3.7,6:09:36
3961,2024-02-02,14,old,27.6,28.65,4.5,3.6,15:39:26
3962,2024-02-24,12,old,10.4,33.54,3.4,3.9,23:14:50
3963,2024-01-07,19,new,32.9,33.83,3.2,4.9,7:02:55
3964,2024-02-08,9,old,15.4,46.08,3.2,4.2,4:49:39
3965,2024-02-15,9,new,9.2,60.8,4.1,4.6,17:24:56
3966,2024-01-13,9,new,32.5,50.57,4.5,5,22:49:03
3967,2024-01-24,5,old,13.5,25.07,3.7,4.5,15:42:11
3968,2024-01-16,8,new,34.3,6.35,3.5,3.8,13:59:13
3969,2024-02-24,8,new,27.9,79.56,4.9,4.6,1:23:40
3970,2024-01-05,1,old,31,38.86,4.8,4.6,7:58:54
3971,2024-02-05,13,old,15.4,36.84,4.6,3.7,20:36:55
3972,2024-02-12,13,old,12.2,66.61,3.5,4,2:36:44
3973,2024-01-31,7,old,11.2,51.28,3.4,4.3,21:00:16
3974,2024-02-11,7,new,29.6,58.28,3.1,4.3,4:05:28
3975,2024-01-11,15,new,4.4,53.79,4,4.7,0:37:50
3976,2024-02-07,17,new,24.4,72.23,3.2,4.7,4:30:53
3977,2024-02-17,19,old,25.9,52.03,3.6,4,22:35:32
3978,2024-01-24,20,old,18.3,54.33,3.6,3.7,21:58:17
3979,2024-02-14,8,old,17.5,42.38,3.5,4.9,1:33:58
3980,2024-02-18,5,new,17.3,9.52,3.9,3.6,12:02:28
3981,2024-01-15,2,new,10.5,58.3,3.1,3.6,5:04:20
3982,2024-01-15,13,new,27.2,39.4,3.7,3.8,16:22:27
3983,2024-02-09,4,old,3.7,49.92,3.5,3.8,5:36:54
3984,2024-02-07,18,old,10.4,53,4.1,4.2,5:07:57
3985,2024-01-02,18,new,33.5,76.9,3.8,4,0:47:25
3986,2024-02-07,2,old,33.3,40.63,3.4,4,19:00:52
3987,2024-02-03,20,old,6.8,52.42,4.4,4.6,17:45:56
3988,2024-02-17,12,old,6.9,34.66,4.4,4.2,10:27:43
3989,2024-01-27,20,old,6.9,54.99,3.3,3.7,20:08:22
3990,2024-02-11,16,old,22.9,76.93,4.9,3.6,15:48:48
3991,2024-02-15,12,new,28.8,14.98,4.6,4,10:43:38
3992,2024-02-19,9,new,29.2,51.19,4.2,4.8,3:14:48
3993,2024-01-02,2,new,33.1,17.06,4,4.7,2:21:04
3994,2024-01-04,5,old,27.8,19.56,4.3,3.6,20:39:57
3995,2024-01-26,17,old,1.5,79.26,3.3,4.3,0:31:10
3996,2024-01-27,1,old,7.2,41.57,4.5,4.4,9:43:00
3997,2024-01-22,17,new,27.2,88.58,5,3.7,10:04:23
3998,2024-01-19,1,old,29.3,23.71,4.6,3.6,13:13:51
3999,2024-02-12,20,old,5.4,55.38,5,4.6,14:05:40
4000,2024-01-30,13,new,25.6,21.46,4.7,3.8,3:24:18
4001,2024-01-06,15,old,25.5,10.81,4.5,3.8,15:49:38
4002,2024-02-11,7,old,18.4,69.09,4.8,4.1,3:15:23
4003,2024-02-02,6,old,17.5,86.09,4,4.3,5:21:08
4004,2024-01-12,8,new,3.6,17.2,4.1,4.3,10:53:31
4005,2024-01-31,6,old,16.2,21.42,4.3,3.8,20:22:48
4006,2024-02-14,3,new,6.8,6.21,4.3,4,21:28:37
4007,2024-02-26,11,old,25.7,58.32,4.8,4.7,11:19:06
4008,2024-02-09,5,old,32.5,80.26,3,4.5,13:03:09
4009,2024-02-23,17,new,10.7,55.79,3.4,4,4:11:35
4010,2024-01-17,19,new,33.4,89.08,4.9,4.7,21:15:52
4011,2024-02-26,13,new,20.5,6.93,4.8,3.8,2:10:49
4012,2024-01-19,9,old,24.8,41.24,4.9,4.9,19:42:44
4013,2024-01-13,20,new,15.3,38.04,3.8,3.9,22:21:40
4014,2024-01-08,3,new,6.4,83.64,4.2,3.8,17:52:26
4015,2024-02-26,20,new,6.4,43.21,3.7,4.6,13:57:33
4016,2024-02-14,5,new,18.9,10.79,4.6,4.6,20:42:47
4017,2024-02-22,6,new,32.5,36.01,4.3,4.8,14:09:48
4018,2024-01-12,14,new,1.5,60.83,3.6,4.4,7:44:18
4019,2024-02-10,10,old,26.9,78.11,4.6,4.1,8:24:31
4020,2024-02-03,17,new,16.9,76.98,4.5,5,22:54:45
4021,2024-02-06,3,old,25.7,62.16,3.6,3.8,2:47:06
4022,2024-01-10,10,old,19,11.37,4.8,4,18:32:31
4023,2024-01-22,9,old,4.3,43.23,4.4,4.2,15:03:27
4024,2024-01-07,19,new,15.6,17.1,3.2,4,21:23:43
4025,2024-02-05,4,new,33,26.38,3.2,4.1,10:03:58
4026,2024-02-23,14,new,13.6,61.56,3.6,3.7,14:30:44
4027,2024-02-22,3,old,7.8,22.11,4.8,4.5,20:50:48
4028,2024-02-02,14,old,3.3,44.1,4.3,3.7,11:39:31
4029,2024-02-17,9,old,24.3,20.63,3.6,4.2,16:39:45
4030,2024-01-03,13,old,24.8,49.05,4.6,3.6,22:49:20
4031,2024-02-20,12,new,31.7,43.19,4.2,3.7,6:27:01
4032,2024-01-28,17,old,6.9,88.63,5,4.7,12:14:17
4033,2024-02-13,4,old,18.3,64.76,3.9,4.3,3:05:16
4034,2024-02-27,11,old,10.1,62.98,3.8,4.8,15:59:01
4035,2024-01-08,17,old,17.5,61.23,4.7,3.8,3:28:29
4036,2024-02-14,1,old,29.1,35.48,3.9,4.6,4:20:14
4037,2024-01-26,20,old,25.7,80.42,4.1,4.5,10:31:33
4038,2024-02-05,4,new,31.5,9.43,3.1,5,7:00:29
4039,2024-01-06,20,new,13.6,28.85,4,3.9,3:41:11
4040,2024-01-05,2,old,2.5,7,4.9,4.4,22:46:58
4041,2024-01-13,3,new,12.7,35.68,4.4,3.5,11:40:25
4042,2024-01-18,19,old,21.1,59.18,3.6,3.8,8:09:42
4043,2024-01-12,6,new,10.6,10.74,4,4.9,19:50:12
4044,2024-01-16,2,old,2.6,73,3.9,3.8,6:06:47
4045,2024-02-08,5,old,29.1,76.94,3.7,4.7,13:26:13
4046,2024-01-27,14,old,2.1,30.23,3.4,4.1,17:09:36
4047,2024-02-19,18,new,22.7,11.14,3.9,4.2,21:35:07
4048,2024-01-23,17,new,4.6,33.21,4.1,3.8,1:57:44
4049,2024-01-12,11,new,15.8,19.79,4.9,4.3,10:19:19
4050,2024-01-04,2,old,12.2,83.56,3.1,3.7,21:48:15
4051,2024-01-25,14,old,14.8,25.42,4.4,3.8,18:13:13
4052,2024-02-05,13,old,15.1,38.49,4.2,4,23:52:00
4053,2024-02-11,4,old,33.8,23.85,4.1,3.5,4:10:15
4054,2024-01-03,8,old,25.4,77.9,4.5,4.7,23:46:54
4055,2024-01-12,4,old,24.8,42.76,3,4.7,3:15:58
4056,2024-02-02,6,old,29.2,50.84,4.9,4.6,2:34:16
4057,2024-01-21,20,old,3,40.63,3.8,4,4:17:26
4058,2024-01-12,4,old,26.6,53.92,3.1,3.7,10:11:09
4059,2024-02-23,13,new,22.7,8.21,3.7,3.6,9:42:26
4060,2024-01-25,14,old,25.1,18.3,3.7,4.8,10:34:11
4061,2024-02-15,6,old,33.6,30.39,3.1,3.8,21:38:03
4062,2024-02-14,1,old,22.5,63.4,4.9,4,3:52:04
4063,2024-01-19,19,old,10.2,89.73,3.3,4.3,13:25:20
4064,2024-01-29,12,new,32.1,24.54,4.3,4.2,8:41:58
4065,2024-01-12,14,old,27.6,68.63,4.4,4.5,19:39:06
4066,2024-02-29,17,old,7,74.06,3.3,3.6,7:35:56
4067,2024-01-09,7,old,32.7,52.52,5,4.3,21:23:01
4068,2024-02-15,4,new,19.2,89.2,4.4,4.9,3:06:41
4069,2024-01-02,13,old,33.8,55.6,3.5,4.9,1:55:14
4070,2024-01-18,8,old,25.8,44.18,3.7,4.6,11:51:22
4071,2024-01-13,17,new,15.7,19.13,4.9,4.3,5:33:40
4072,2024-02-19,13,new,29.7,58.99,3.2,3.9,5:00:10
4073,2024-01-16,14,new,18.2,58.01,3.9,3.7,2:01:12
4074,2024-02-27,18,old,21.8,17.34,4.4,4.1,20:03:45
4075,2024-01-11,5,new,13,23.66,3.3,3.6,3:08:14
4076,2024-02-07,9,old,29.6,60.2,4.6,3.9,2:16:45
4077,2024-02-05,4,new,6.6,11.54,3.4,4.6,12:26:27
4078,2024-01-27,13,new,18.6,78.81,3.1,4.6,20:29:37
4079,2024-02-28,5,old,24.1,86.7,3.9,4.9,12:56:45
4080,2024-01-06,6,old,33.8,85.96,4.8,4,3:04:14
4081,2024-02-22,17,new,16.3,29.52,4.3,4.2,0:41:26
4082,2024-01-22,17,old,13.5,20.47,4.8,4.6,18:32:30
4083,2024-01-10,11,old,29.1,69.1,3.2,4.3,21:38:16
4084,2024-01-24,14,new,8.9,7.6,5,3.7,3:38:41
4085,2024-02-05,5,new,7.3,11.12,4.8,3.6,2:11:19
4086,2024-01-02,15,new,23.5,60.28,4.5,4.4,19:00:21
4087,2024-01-11,15,old,29.5,67.43,4.5,3.6,19:15:16
4088,2024-01-04,18,old,12.5,87.98,3.1,4.8,22:19:26
4089,2024-01-05,12,old,14.6,57.46,3.1,4,13:13:16
4090,2024-02-15,6,new,8.7,41.89,4.7,3.9,4:48:52
4091,2024-01-27,13,old,25.4,44.18,4.9,4.4,8:37:28
4092,2024-02-23,17,new,17.5,61.32,4.2,3.7,2:10:26
4093,2024-01-09,12,new,5.2,43.81,4.5,4,11:01:46
4094,2024-02-25,12,old,2.1,20.6,4.4,3.9,18:54:30
4095,2024-01-18,6,new,26.6,25.71,3.3,5,9:11:39
4096,2024-01-10,2,old,12.1,70.75,3.1,3.7,20:53:42
4097,2024-01-11,3,new,8.6,76.9,4.7,4.4,10:20:05
4098,2024-01-14,4,new,26,83.92,4.8,3.9,23:51:40
4099,2024-01-25,1,old,7.7,43.27,4.3,4.6,18:34:40
4100,2024-02-15,19,new,20.6,5.59,3.5,4.6,18:15:01
4101,2024-01-10,9,old,2.2,37.91,3.6,4.8,14:05:39
4102,2024-02-10,17,old,27.6,65.89,4.8,4.3,0:39:40
4103,2024-01-15,7,new,17.8,69.06,3.4,4.5,4:37:54
4104,2024-01-09,6,old,21.5,9.72,3.6,4.1,1:53:13
4105,2024-02-20,2,old,24.9,65.36,4.1,4,23:26:25
4106,2024-02-25,2,new,18.1,5.95,4.8,4.5,9:15:48
4107,2024-01-20,8,old,26.1,75.47,4.3,4.9,7:59:40
4108,2024-02-06,20,old,21.3,74.08,4.6,4.3,12:39:14
4109,2024-01-02,5,new,33,18.79,4.4,4,1:42:09
4110,2024-02-01,14,old,12.3,33.18,4.6,4.7,14:07:24
4111,2024-02-21,1,new,22.5,85.5,3,4.7,23:24:53
4112,2024-01-30,7,new,13.6,31.05,4.9,4.7,3:06:27
4113,2024-02-21,17,new,13.7,48.24,4,4.8,19:12:59
4114,2024-01-18,16,new,14,6.71,3.8,3.9,0:35:47
4115,2024-01-17,10,new,3.9,32.51,4,4.8,14:58:09
4116,2024-01-03,6,new,10.8,83.86,3.8,3.8,17:01:46
4117,2024-02-07,1,old,19.9,52.55,3.9,4.1,8:18:01
4118,2024-02-29,14,new,24.9,41.45,4.8,4.7,20:00:18
4119,2024-01-21,11,new,5.2,77.54,4.2,3.9,23:40:28
4120,2024-02-29,8,new,3.8,80.13,4.3,3.6,18:28:42
4121,2024-01-27,12,old,8,46.29,3.4,4.8,5:02:32
4122,2024-02-03,17,old,32.3,10.76,3.7,3.5,13:44:59
4123,2024-02-26,20,old,20.3,55.46,3.4,4,5:27:02
4124,2024-01-24,13,old,24.1,14.85,4.7,4.6,21:19:50
4125,2024-01-07,6,new,23.5,14.27,3.8,4.2,23:00:04
4126,2024-02-28,13,old,19.7,30.26,3.6,3.5,12:13:08
4127,2024-01-14,12,old,22.1,14.97,3.5,4.9,5:51:10
4128,2024-02-16,14,old,33.8,85.05,4.4,3.6,5:49:30
4129,2024-01-29,6,old,28.7,53.57,3.5,4.6,0:16:56
4130,2024-01-19,2,new,1.3,69.98,3.4,4.3,14:13:06
4131,2024-02-19,14,new,28.6,39.26,4.3,4.9,19:36:29
4132,2024-02-25,2,new,9.8,16.72,3.1,4.8,11:15:12
4133,2024-02-08,19,old,3.9,30.66,4.9,4.7,22:12:25
4134,2024-01-09,18,old,21.7,22.64,3.3,4.7,1:03:41
4135,2024-02-06,19,new,5.9,48.43,4.9,4.8,3:32:37
4136,2024-01-17,10,new,25.7,35.33,4.2,4.4,23:17:21
4137,2024-01-11,6,old,3.3,39.27,4.8,3.7,4:48:32
4138,2024-01-29,15,new,31.5,24.04,3.2,4.2,14:22:52
4139,2024-02-23,13,new,24.2,32.54,4,3.6,8:59:26
4140,2024-01-02,5,new,9.1,72.14,4.7,4.2,19:18:30
4141,2024-02-10,17,old,33.2,54.9,3.6,3.7,20:06:07
4142,2024-01-25,2,old,22.2,13.43,3.3,3.6,3:58:01
4143,2024-01-13,10,old,15.6,8.8,3.1,4.8,10:41:36
4144,2024-02-09,17,new,33.9,9.03,3.7,4.5,10:58:05
4145,2024-01-30,6,new,34.8,63.16,3.5,3.5,21:36:22
4146,2024-01-21,5,new,20,80.54,5,3.6,22:30:28
4147,2024-01-06,17,new,16.4,87.91,4,3.7,18:05:10
4148,2024-01-04,4,new,12.7,8.66,3.3,5,5:38:41
4149,2024-01-27,12,old,6.1,41.85,3.9,4.6,14:15:59
4150,2024-02-03,20,old,23.3,49.19,4.6,4.4,15:35:25
4151,2024-02-21,16,new,24.5,34.2,3.8,4.2,1:37:05
4152,2024-01-06,13,old,7.5,88.91,3.5,3.7,21:25:34
4153,2024-01-26,13,new,4.8,87.4,3.9,4.1,12:04:59
4154,2024-02-23,13,new,10.1,10.06,3.5,4.8,14:51:13
4155,2024-01-20,6,new,23.1,33.62,4.2,4.6,18:42:08
4156,2024-01-26,17,old,21.4,59.44,4.7,5,7:14:36
4157,2024-02-16,12,old,19,32.77,4.7,3.9,18:34:16
4158,2024-02-28,15,old,1.8,89.97,3.9,3.7,20:25:53
4159,2024-02-22,16,old,10.2,22.82,3,3.6,23:27:24
4160,2024-01-16,2,new,25.4,20.58,4.9,3.6,15:43:46
4161,2024-01-28,9,new,14.5,21.26,4.4,4.5,1:16:16
4162,2024-01-10,6,old,19.5,85.19,3.5,5,7:04:33
4163,2024-01-24,8,new,15.2,45.78,4,4.7,12:39:34
4164,2024-01-31,20,old,24.6,60.09,4.6,4.4,21:45:11
4165,2024-01-02,3,new,10.4,49.45,4.1,3.8,12:21:02
4166,2024-01-14,18,new,5.5,67.34,3.1,4.8,8:01:23
4167,2024-02-10,16,old,22.5,11.87,3.3,4.3,20:09:13
4168,2024-01-14,2,new,4.8,56.15,5,4.2,16:24:25
4169,2024-01-03,5,old,19.2,50.7,3.2,4.2,9:15:27
4170,2024-02-05,11,old,24.5,55.04,3.4,4.5,8:44:53
4171,2024-02-10,1,old,29.3,62.22,4.8,3.8,0:59:13
4172,2024-01-09,5,new,3.8,20.52,3.3,4.1,9:04:37
4173,2024-02-09,12,old,32.6,42.55,3.5,4.9,11:13:27
4174,2024-01-23,12,new,24.5,34.23,3.8,4,1:03:11
4175,2024-02-26,18,old,15.4,54.21,4.4,4.6,17:47:05
4176,2024-02-27,7,old,18.3,84.04,4,4.2,19:14:02
4177,2024-01-09,7,new,30.1,56.68,3.6,4.6,2:58:58
4178,2024-01-29,7,old,8,15.82,4.5,4.3,22:55:10
4179,2024-01-13,1,old,3.9,56.41,3.7,4.5,12:30:09
4180,2024-02-15,6,old,10.2,57.2,3.3,4.3,10:15:33
4181,2024-01-28,8,new,32.4,19.44,3,3.6,4:16:27
4182,2024-02-06,7,old,29.2,63.76,4.9,3.9,0:37:20
4183,2024-01-16,16,old,19.8,64.35,4.5,4.3,2:42:50
4184,2024-02-17,4,new,27.7,82.81,3.3,3.5,6:25:57
4185,2024-02-20,11,new,30.3,80.37,3.2,4.2,20:43:44
4186,2024-01-20,11,new,17.9,65.62,4.1,3.7,15:13:30
4187,2024-01-05,14,old,27.9,67.79,3.5,4.3,13:28:52
4188,2024-01-24,11,old,26.4,33.32,3.3,4.7,6:22:04
4189,2024-02-13,2,old,31.9,60.01,3.5,4.1,16:22:13
4190,2024-02-26,18,new,33.7,39.73,3.7,4.7,8:53:38
4191,2024-01-13,20,new,19.5,31.36,4.6,3.6,6:12:10
4192,2024-02-08,3,new,12.5,87.94,4,4.6,5:09:29
4193,2024-02-10,16,new,16.8,15.5,3.6,4.4,1:34:34
4194,2024-01-27,6,new,9.1,40.36,3.8,4.1,13:49:45
4195,2024-01-19,20,new,28.2,38.57,4.5,4,8:48:37
4196,2024-01-21,19,old,15.3,27.36,4.1,4.3,20:56:58
4197,2024-02-27,3,old,10.1,32.28,4.3,5,17:38:53
4198,2024-02-13,12,new,35,26.27,3.1,4.6,20:47:41
4199,2024-02-14,6,new,30.8,9.06,3.1,4.7,11:57:06
4200,2024-02-22,19,old,28.5,70.26,4.2,3.9,18:38:47
4201,2024-01-07,13,new,2.8,22.34,4.3,3.9,5:41:40
4202,2024-01-16,13,new,24.1,6.51,4.2,4.6,8:41:45
4203,2024-02-27,1,old,11.7,17.67,4.8,3.6,13:27:29
4204,2024-02-21,4,old,3.6,17.3,4.1,3.7,13:08:07
4205,2024-01-23,7,old,2.6,7.07,3.7,3.8,21:14:04
4206,2024-02-09,16,new,27.6,59.61,3.2,4.5,18:58:25
4207,2024-02-01,1,old,33.2,85.23,3.1,3.9,9:24:59
4208,2024-02-23,19,old,3,12.71,3.7,4.5,19:07:19
4209,2024-02-05,17,new,29.5,32.39,3.7,4.7,8:13:48
4210,2024-02-09,10,old,4.2,65.86,3.9,4.7,16:51:03
4211,2024-02-03,4,old,26.2,38.17,4.9,4.4,13:55:30
4212,2024-01-01,16,old,24.6,27.37,4.6,4.2,6:18:26
4213,2024-02-19,4,new,6.7,66.3,3.9,5,21:30:24
4214,2024-01-06,5,old,22.2,29.51,3.1,3.6,15:14:26
4215,2024-01-16,12,old,30.6,16.69,4.3,4.5,19:53:36
4216,2024-02-28,6,new,19.2,50.54,4.3,4.8,10:22:30
4217,2024-02-01,14,old,32.6,33.92,3.1,3.9,14:15:47
4218,2024-01-14,9,new,17.9,49.25,3,4.1,0:26:28
4219,2024-01-03,8,new,15.4,29.41,4.4,5,13:53:27
4220,2024-01-05,12,old,11.8,30.58,4.3,4.5,5:03:04
4221,2024-02-11,4,new,3.9,6.51,4.2,3.9,3:23:08
4222,2024-01-26,3,old,30.7,43.02,3.7,4.6,6:21:13
4223,2024-02-11,12,old,7.7,38.82,3.9,4.1,20:44:12
4224,2024-01-05,20,old,27,18.9,4.6,4.3,13:39:34
4225,2024-01-30,1,old,15.6,72.58,3.5,4.2,22:59:44
4226,2024-01-01,1,new,30.1,58.54,4.9,3.7,7:34:25
4227,2024-02-22,1,old,6,25.3,4.8,4.1,9:14:01
4228,2024-01-17,9,old,15.6,15.26,3.9,4.3,17:21:02
4229,2024-02-28,17,old,4.9,75.15,3.9,4.9,23:39:12
4230,2024-02-28,19,old,12.2,51.28,4.8,3.7,12:21:02
4231,2024-02-25,13,new,13.3,88.63,3.3,4.5,10:35:05
4232,2024-01-21,18,old,30.6,77.17,3.1,3.8,6:27:40
4233,2024-01-06,16,old,10.7,64.73,4.3,3.8,23:27:46
4234,2024-02-10,10,new,21.9,29.6,3,4.3,0:41:30
4235,2024-02-03,19,new,13.6,34.36,4.4,4.3,1:30:02
4236,2024-01-12,10,new,29.1,62.27,4.8,4.4,20:34:57
4237,2024-01-01,11,new,13.2,56.2,4.4,4.9,3:48:51
4238,2024-01-04,13,new,5,47.18,4.8,3.7,2:44:31
4239,2024-01-03,13,new,23,52.41,4.4,3.6,1:42:29
4240,2024-02-16,6,old,29.6,64.46,4.8,4.5,21:46:20
4241,2024-02-06,5,old,7.4,47.78,4.6,4,1:49:10
4242,2024-01-10,19,old,34.4,9.25,3.1,4.4,23:08:51
4243,2024-01-27,12,old,2.1,26.72,4,3.7,9:20:33
4244,2024-02-15,7,old,7.1,72.8,3.5,4.7,6:34:50
4245,2024-01-06,2,old,19,33.46,4.5,4.9,19:14:40
4246,2024-01-19,1,new,15.5,28.76,4.2,4.2,6:16:35
4247,2024-02-18,20,old,28.8,58.96,4.1,3.8,21:26:30
4248,2024-02-22,6,old,9.7,80.17,3.8,4.4,13:55:24
4249,2024-01-16,20,new,12.1,70.88,3.1,4.5,12:48:31
4250,2024-02-23,6,new,32.8,70.81,4.7,4.8,16:07:54
4251,2024-02-14,20,old,10.7,89.53,3.9,4.4,6:07:00
4252,2024-02-28,11,new,2.4,36.98,3.7,4.5,0:09:06
4253,2024-02-07,11,old,29.3,26.92,4.4,4.9,12:24:47
4254,2024-01-02,9,old,25.3,18.18,4,3.8,7:02:20
4255,2024-01-18,15,new,16.9,13.37,3.5,3.9,17:21:43
4256,2024-02-17,12,old,29.9,83.96,4.1,3.8,11:17:38
4257,2024-02-20,11,new,14.4,37.99,5,4.4,16:33:10
4258,2024-02-03,20,new,29.2,75.31,3.1,4.6,9:42:11
4259,2024-01-29,5,new,29,27.66,3.8,5,2:47:41
4260,2024-01-05,11,old,15.4,75.65,4.5,4.8,21:03:27
4261,2024-02-06,14,old,23.2,72.93,3.4,4.2,21:42:17
4262,2024-02-23,9,new,4.6,82.8,3.2,4.9,20:29:54
4263,2024-02-29,12,new,34,68.39,4.9,3.6,4:39:06
4264,2024-02-03,13,old,3.8,9.22,3.4,4.5,17:16:25
4265,2024-01-25,15,new,32.9,64.03,4.3,4.5,10:34:02
4266,2024-01-08,5,old,22.1,72.4,3.5,4.2,15:51:09
4267,2024-01-10,1,new,20.5,73.06,4.2,3.5,1:07:35
4268,2024-01-29,5,old,12.5,24.59,3.2,3.8,0:58:25
4269,2024-02-17,3,old,10.2,24.88,4.8,3.6,21:29:25
4270,2024-02-18,3,old,19,65.24,4.8,4.8,23:01:05
4271,2024-01-06,16,old,28.5,22.14,3.4,3.6,7:58:56
4272,2024-01-03,11,new,15.4,81.74,4.8,3.8,22:21:57
4273,2024-02-23,4,new,11.4,38.3,4.9,4.5,11:45:05
4274,2024-01-14,13,new,1.6,89.19,3.8,3.7,23:42:37
4275,2024-02-13,18,old,17.9,64.66,4.5,4,22:12:27
4276,2024-01-15,10,new,11.1,44.32,3.1,4.1,13:01:39
4277,2024-02-29,20,new,5.2,19.45,3.5,4.2,20:33:50
4278,2024-02-01,2,new,7.3,18.84,3.7,4.3,11:29:35
4279,2024-02-01,12,old,12.1,53.67,4.8,3.6,11:23:33
4280,2024-01-02,6,old,34.5,68.8,4.5,4.1,18:03:42
4281,2024-01-28,12,old,23.4,64.22,3.9,3.5,22:33:13
4282,2024-02-27,5,new,13.8,41.6,4.1,4.2,8:35:53
4283,2024-01-03,7,old,20.8,59.59,4.1,4.7,8:55:16
4284,2024-01-13,9,new,26.4,85.95,3.4,4.6,6:04:40
4285,2024-01-29,14,new,17.3,58.25,4.6,4.6,1:40:45
4286,2024-02-08,11,old,11,25,5,4,19:22:06
4287,2024-01-11,17,new,17.2,45.22,4,3.5,6:14:41
4288,2024-02-05,19,old,18,83.4,3.2,4.3,19:15:24
4289,2024-01-25,18,new,2.8,48.96,3.6,4.6,9:02:17
4290,2024-01-31,14,new,25.9,8.56,4.8,3.9,4:54:04
4291,2024-01-28,1,old,7,7.67,4.9,4.7,19:41:55
4292,2024-02-15,14,old,9.5,23.07,3.8,4.7,21:23:40
4293,2024-01-02,3,new,27.4,87.44,3.5,4,10:22:38
4294,2024-02-24,9,old,23,62.66,4.8,4.4,6:05:45
4295,2024-02-05,16,old,14.8,69.36,3.4,3.8,2:03:46
4296,2024-01-31,10,new,20.4,84.15,4.1,4.3,2:34:33
4297,2024-02-14,10,old,15.5,74.06,3.4,4.6,1:05:28
4298,2024-01-27,5,new,6,82.34,4.5,4.8,21:14:10
4299,2024-02-06,13,new,9.5,34.69,3.3,4.7,3:08:44
4300,2024-01-29,9,new,9.2,80.8,3.2,4.4,9:24:59
4301,2024-01-19,13,old,33.2,55.21,3.5,4.2,7:34:25
4302,2024-01-04,8,old,2.4,70.32,3.3,4.9,22:44:22
4303,2024-02-09,7,old,14.3,8.97,3.5,3.5,17:50:50
4304,2024-01-29,18,new,34.7,39.23,4.6,3.7,4:55:06
4305,2024-02-22,19,old,5,88.26,3.9,4.4,4:12:18
4306,2024-02-24,18,new,33,55.38,4.6,4.7,23:38:51
4307,2024-01-28,2,new,6.9,11.47,4.9,4.5,21:25:21
4308,2024-02-10,7,new,17.5,12.17,3.1,4.9,1:49:04
4309,2024-01-21,5,old,33.2,26.8,3.1,4,5:22:30
4310,2024-02-20,4,old,17.5,21.64,3.1,4.2,20:02:19
4311,2024-01-29,8,old,17.8,12.12,3.9,4.6,7:28:06
4312,2024-02-11,4,old,31.4,82.07,4.8,4.2,18:32:15
4313,2024-01-28,20,new,6.8,21,3.4,3.7,16:06:25
4314,2024-01-23,20,old,18.1,9.97,4,4.3,19:46:32
4315,2024-01-07,1,old,7.8,28.46,4.9,4,16:13:36
4316,2024-02-16,17,old,15.8,28.25,3.2,4.7,6:02:58
4317,2024-02-27,7,old,30.1,70.31,4,3.6,1:28:56
4318,2024-01-19,13,old,25.1,38.74,4.5,4.8,14:06:13
4319,2024-02-23,10,old,18.8,83.61,4.4,4.2,10:06:53
4320,2024-02-17,18,old,21.1,71.4,4.1,4.3,3:32:45
4321,2024-01-01,2,new,11.5,89.6,4.7,4.3,5:02:44
4322,2024-01-09,10,new,9.2,23.31,3.2,4.6,0:54:06
4323,2024-01-18,7,old,34.6,67.83,3.4,4.4,21:31:37
4324,2024-02-20,12,new,31.8,42.71,3.5,4.5,15:10:14
4325,2024-01-21,9,old,6.5,30.65,4.7,5,0:03:28
4326,2024-02-02,10,new,7.6,60.66,3.7,5,5:57:53
4327,2024-01-01,18,new,30.2,61.35,4.3,4.7,2:28:41
4328,2024-01-27,8,old,10.8,53.2,4.2,4,20:40:19
4329,2024-01-04,3,new,20,6.85,3.3,4,21:03:40
4330,2024-01-29,1,old,31.2,28.58,4.5,5,20:31:15
4331,2024-02-28,14,new,6.9,40.12,3.1,4.3,4:06:33
4332,2024-02-16,19,old,18.8,50.91,3.5,4.3,5:07:15
4333,2024-02-27,5,old,33.5,6.57,4.5,3.5,1:45:38
4334,2024-02-22,7,old,3.7,33.39,4.6,4.5,17:07:40
4335,2024-02-13,9,old,15,51.23,3.9,4.2,11:57:55
4336,2024-02-08,13,old,7.6,44.96,4.5,4.3,17:53:15
